,AAL,ADM,AXP,AZN,BG,BP,DIS,FDX,GSK,HSBC,IBM,INTC,KO,MAT,MSFT,PG,PRU,RIO,TSCO,VOD
2010-01-01,20.6961,31.31,40.52,23.47,63.83,57.97,32.25,83.45,42.25,57.09,130.9,20.4,28.5,19.98,30.48,60.63,49.76,53.8475,13.2425,28.8376
2010-01-02,20.6961,31.31,40.52,23.47,63.83,57.97,32.25,83.45,42.25,57.09,130.9,20.4,28.5,19.98,30.48,60.63,49.76,53.8475,13.2425,28.8376
2010-01-03,20.6961,31.31,40.52,23.47,63.83,57.97,32.25,83.45,42.25,57.09,130.9,20.4,28.5,19.98,30.48,60.63,49.76,53.8475,13.2425,28.8376
2010-01-04,20.6693,31.47,40.92,23.705,64.65,59.15,32.07,83.45,42.97,58.32,132.45,20.88,28.52,19.99,30.95,61.12,51.77,56.0275,13.335,28.9625
2010-01-05,22.3829,31.64,40.83,23.225,66.88,59.57,31.99,84.54,41.83,59.25,130.85,20.87,28.175,19.58,30.96,61.14,52.79,56.9025,13.195,28.7502
2010-01-06,21.7135,31.56,41.49,23.04,69.05,59.88,31.82,83.84,41.34,59.32,130.0,20.8,28.165,19.5,30.77,60.85,53.41,58.6375,13.1675,28.5254
2010-01-07,22.0884,31.23,41.98,23.29,70.93,59.86,31.83,82.93,41.48,59.13,129.55,20.6,28.095,20.0,30.452,60.52,54.27,58.6475,13.3475,27.9883
2010-01-08,21.7135,30.84,41.95,23.39,71.29,60.0,31.88,84.99,41.1,59.0,130.85,20.83,27.575,19.77,30.66,60.44,53.56,59.3,13.34,27.5637
2010-01-09,21.7135,30.84,41.95,23.39,71.29,60.0,31.88,84.99,41.1,59.0,130.85,20.83,27.575,19.77,30.66,60.44,53.56,59.3,13.34,27.5637
2010-01-10,21.7135,30.84,41.95,23.39,71.29,60.0,31.88,84.99,41.1,59.0,130.85,20.83,27.575,19.77,30.66,60.44,53.56,59.3,13.34,27.5637
2010-01-11,21.5529,30.86,41.47,23.81,70.28,61.89,31.36,87.25,41.63,59.04,129.48,20.95,28.135,19.9,30.27,60.2,53.49,58.785,13.2325,27.9633
2010-01-12,20.9103,30.53,42.02,23.7,68.61,61.5,30.82,86.58,41.71,58.8,130.51,20.608,28.44,19.35,30.07,60.89,53.05,57.0375,13.2375,27.9259
2010-01-13,21.66,30.66,42.15,24.255,68.13,61.8,31.29,85.82,41.71,58.86,130.23,20.96,28.515,19.99,30.35,61.52,53.8,58.485,13.3225,28.2631
2010-01-14,22.1954,30.74,42.68,24.695,68.07,61.73,31.02,86.29,41.98,58.56,132.31,21.48,28.565,20.48,30.96,61.58,54.08,59.465,13.21,28.1007
2010-01-15,21.66,30.54,42.39,24.425,69.85,61.64,30.6,85.11,40.91,57.55,131.78,20.8,28.145,20.28,30.86,60.82,53.46,58.4075,13.1125,27.5887
2010-01-16,21.66,30.54,42.39,24.425,69.85,61.64,30.6,85.11,40.91,57.55,131.78,20.8,28.145,20.28,30.86,60.82,53.46,58.4075,13.1125,27.5887
2010-01-17,21.66,30.54,42.39,24.425,69.85,61.64,30.6,85.11,40.91,57.55,131.78,20.8,28.145,20.28,30.86,60.82,53.46,58.4075,13.1125,27.5887
2010-01-18,21.66,30.54,42.39,24.425,69.85,61.64,30.6,85.11,40.91,57.55,131.78,20.8,28.145,20.28,30.86,60.82,53.46,58.4075,13.1125,27.5887
2010-01-19,21.6332,30.54,42.96,25.2,69.0,62.32,31.01,85.9,42.12,57.62,134.14,21.05,28.21,20.78,31.1,61.72,54.18,59.95,13.2175,28.313
2010-01-20,22.7309,30.9,42.98,25.095,67.75,61.06,31.19,84.06,42.06,56.04,130.25,21.08,27.75,20.58,30.585,60.45,53.62,57.28,12.7825,27.9384
2010-01-21,22.1151,30.44,42.16,24.765,64.08,59.57,30.61,81.6,41.53,54.74,129.0,20.84,27.185,20.58,30.01,59.84,51.59,53.245,12.6875,27.5137
2010-01-22,21.2851,30.47,38.59,24.42,62.88,57.87,29.98,80.29,40.76,53.54,125.5,19.91,27.12,19.95,28.96,60.31,50.05,51.6975,12.5275,26.9142
2010-01-23,21.2851,30.47,38.59,24.42,62.88,57.87,29.98,80.29,40.76,53.54,125.5,19.91,27.12,19.95,28.96,60.31,50.05,51.6975,12.5275,26.9142
2010-01-24,21.2851,30.47,38.59,24.42,62.88,57.87,29.98,80.29,40.76,53.54,125.5,19.91,27.12,19.95,28.96,60.31,50.05,51.6975,12.5275,26.9142
2010-01-25,21.0977,29.77,37.79,24.73,62.67,58.55,29.92,80.69,40.45,54.9,126.12,20.32,27.175,19.96,29.32,60.63,50.71,52.475,12.8125,27.164
2010-01-26,20.4016,29.63,38.1,25.035,62.02,58.49,29.66,80.76,40.8,54.08,125.75,20.0,27.07,19.85,29.5,60.69,49.47,51.1225,12.655,27.189
2010-01-27,20.3481,29.75,38.67,24.82,61.49,58.06,29.32,80.42,40.42,54.2,126.33,20.24,27.255,19.96,29.67,60.81,51.63,50.945,13.055,27.4887
2010-01-28,19.4913,29.95,37.43,23.48,60.07,57.33,29.35,79.07,39.82,53.9,123.75,19.92,27.09,20.04,29.16,61.68,50.59,49.2,12.875,27.0266
2010-01-29,18.5274,29.97,37.66,23.245,58.79,56.12,29.55,78.35,39.01,53.51,122.39,19.4,27.125,19.72,28.18,61.55,49.99,48.505,12.6175,26.8018
2010-01-30,18.5274,29.97,37.66,23.245,58.79,56.12,29.55,78.35,39.01,53.51,122.39,19.4,27.125,19.72,28.18,61.55,49.99,48.505,12.6175,26.8018
2010-01-31,18.5274,29.97,37.66,23.245,58.79,56.12,29.55,78.35,39.01,53.51,122.39,19.4,27.125,19.72,28.18,61.55,49.99,48.505,12.6175,26.8018
2010-02-01,19.8661,30.16,38.21,23.42,59.67,57.23,29.52,80.67,38.87,54.58,124.67,19.61,27.19,20.27,28.41,61.99,51.22,51.655,13.04,27.0017
2010-02-02,20.6961,31.63,39.02,23.435,61.39,55.46,29.98,82.33,39.49,54.84,125.53,19.91,27.525,20.81,28.46,62.9,51.94,52.725,13.23,27.3389
2010-02-03,20.0,31.18,38.33,22.49,60.5,55.17,30.75,82.12,38.92,54.4,125.66,19.68,27.435,20.92,28.63,62.65,50.36,51.3175,13.035,27.0516
2010-02-04,18.5274,30.06,37.53,21.915,58.55,53.48,29.67,78.85,38.49,51.79,123.0,19.02,26.715,20.03,27.84,61.4,48.21,48.2325,12.7025,27.5512
2010-02-05,19.5448,30.61,37.85,21.525,58.75,53.18,29.54,76.69,38.06,51.38,123.52,19.47,26.545,20.1,28.02,61.3,48.53,48.825,12.65,27.5637
2010-02-06,19.5448,30.61,37.85,21.525,58.75,53.18,29.54,76.69,38.06,51.38,123.52,19.47,26.545,20.1,28.02,61.3,48.53,48.825,12.65,27.5637
2010-02-07,19.5448,30.61,37.85,21.525,58.75,53.18,29.54,76.69,38.06,51.38,123.52,19.47,26.545,20.1,28.02,61.3,48.53,48.825,12.65,27.5637
2010-02-08,19.5984,29.89,36.79,21.565,56.9,52.43,29.48,76.69,38.12,50.31,121.88,19.35,26.325,20.06,27.72,61.01,47.02,46.895,12.535,27.189
2010-02-09,22.3025,29.91,37.54,22.055,57.86,53.61,29.84,79.22,38.47,51.45,123.21,19.65,27.005,20.51,28.01,61.76,48.36,50.07,12.84,27.164
2010-02-10,22.249,29.99,37.75,21.99,58.06,53.65,30.03,78.29,37.52,51.55,122.81,19.69,26.895,20.27,27.99,61.67,48.88,49.8,12.74,27.2015
2010-02-11,22.7309,30.03,38.29,22.21,58.76,54.8,30.16,79.53,38.47,51.87,123.73,20.06,27.11,20.61,28.12,61.96,48.59,51.6,12.97,27.2764
2010-02-12,23.3199,29.77,38.42,21.97,58.66,54.67,30.07,78.55,38.75,51.01,124.0,20.43,26.99,20.99,27.93,61.76,48.14,50.7625,12.94,27.3639
2010-02-13,23.3199,29.77,38.42,21.97,58.66,54.67,30.07,78.55,38.75,51.01,124.0,20.43,26.99,20.99,27.93,61.76,48.14,50.7625,12.94,27.3639
2010-02-14,23.3199,29.77,38.42,21.97,58.66,54.67,30.07,78.55,38.75,51.01,124.0,20.43,26.99,20.99,27.93,61.76,48.14,50.7625,12.94,27.3639
2010-02-15,23.3199,29.77,38.42,21.97,58.66,54.67,30.07,78.55,38.75,51.01,124.0,20.43,26.99,20.99,27.93,61.76,48.14,50.7625,12.94,27.3639
2010-02-16,24.2303,29.48,39.62,21.965,59.7,55.95,30.47,79.97,39.25,52.54,125.23,20.72,27.41,21.25,28.35,62.83,49.93,52.96,13.1075,27.6386
2010-02-17,23.9625,29.88,39.05,21.965,61.24,54.24,30.86,79.94,39.36,53.39,126.33,20.66,27.665,21.56,28.59,62.85,50.57,53.8125,13.4275,27.6636
2010-02-18,23.4003,29.97,39.15,21.955,61.21,54.74,31.02,80.1,38.84,53.62,127.81,20.84,27.955,21.9,28.969,63.39,51.08,53.9475,13.3075,27.8384
2010-02-19,23.6948,29.95,39.06,21.825,61.31,54.3,31.23,81.76,38.26,53.28,127.19,20.82,27.86,21.78,28.77,63.45,51.5,53.325,13.355,27.6761
2010-02-20,23.6948,29.95,39.06,21.825,61.31,54.3,31.23,81.76,38.26,53.28,127.19,20.82,27.86,21.78,28.77,63.45,51.5,53.325,13.355,27.6761
