,AAL,AZN,BG,BP,GSK,HSBC,PRU,RIO,TSCO,VOD
2016-08-14,34.92,33.54,65.76,33.74,44.17,35.25,75.52,31.08,86.45,31.21
2016-08-15,35.87,33.44,65.95,33.87,44.4,35.39,76.71,31.73,86.03,31.34
2016-08-16,36.75,33.55,64.5,34.21,44.32,35.35,76.73,32.4,85.25,31.21
2016-08-17,36.6,33.62,64.96,34.2,44.39,35.58,77.04,32.22,84.67,31.35
2016-08-18,36.67,33.57,63.94,34.65,44.49,35.86,76.52,32.63,85.26,31.68
2016-08-19,36.49,33.56,63.97,34.33,44.16,35.61,76.18,32.06,85.725,31.31
2016-08-20,36.49,33.56,63.97,34.33,44.16,35.61,76.18,32.06,85.725,31.31
2016-08-21,36.49,33.56,63.97,34.33,44.16,35.61,76.18,32.06,85.725,31.31
2016-08-22,36.0,33.85,63.99,33.96,44.12,35.6,76.07,31.61,85.7,31.31
2016-08-23,36.4,33.83,64.11,34.13,44.41,35.69,76.46,32.13,85.17,31.39
2016-08-24,36.65,33.5,63.53,34.27,43.9,35.77,76.71,31.5,84.33,31.38
2016-08-25,36.72,33.23,62.93,34.22,43.74,35.86,77.29,31.82,84.76,31.1
2016-08-26,36.23,33.05,62.47,34.16,43.55,35.87,77.57,31.54,84.6,30.99
2016-08-27,36.23,33.05,62.47,34.16,43.55,35.87,77.57,31.54,84.6,30.99
2016-08-28,36.23,33.05,62.47,34.16,43.55,35.87,77.57,31.54,84.6,30.99
2016-08-29,36.17,33.3,62.8,34.24,43.61,36.13,78.61,31.69,85.27,31.04
2016-08-30,37.05,33.21,62.52,34.1,43.36,36.57,79.56,30.6,84.25,30.63
2016-08-31,36.3,32.81,63.9,33.86,43.46,37.2,79.38,30.17,83.95,30.65
2016-09-01,36.24,32.6,62.96,33.66,42.98,37.88,78.84,30.78,84.08,30.19
2016-09-02,36.53,33.31,63.56,34.5,44.26,38.65,79.49,31.13,85.06,30.9
2016-09-03,36.53,33.31,63.56,34.5,44.26,38.65,79.49,31.13,85.06,30.9
2016-09-04,36.53,33.31,63.56,34.5,44.26,38.65,79.49,31.13,85.06,30.9
2016-09-05,36.53,33.31,63.56,34.5,44.26,38.65,79.49,31.13,85.06,30.9
2016-09-06,36.96,33.09,64.08,34.69,43.99,38.33,78.59,31.58,83.55,30.68
2016-09-07,38.75,33.18,64.15,34.76,43.82,37.85,78.51,31.04,83.53,30.23
2016-09-08,39.35,33.04,63.75,35.08,43.65,38.19,78.69,31.47,69.38,30.19
2016-09-09,38.49,32.2,61.92,34.35,42.5,38.18,79.18,30.74,68.42,29.67
2016-09-10,38.49,32.2,61.92,34.35,42.5,38.18,79.18,30.74,68.42,29.67
2016-09-11,38.49,32.2,61.92,34.35,42.5,38.18,79.18,30.74,68.42,29.67
2016-09-12,38.34,33.24,62.45,34.63,43.3,38.0,79.74,31.12,69.11,30.46
2016-09-13,37.37,32.74,60.95,33.5,42.51,36.96,78.9,29.8,69.29,29.66
2016-09-14,36.39,33.1,60.4,33.32,43.15,37.1,79.56,30.32,68.9,29.45
2016-09-15,36.41,33.66,60.39,33.61,43.54,37.84,80.45,30.49,69.06,29.57
2016-09-16,35.49,33.82,60.75,33.31,42.88,37.17,79.42,29.9,68.15,28.99
2016-09-17,35.49,33.82,60.75,33.31,42.88,37.17,79.42,29.9,68.15,28.99
2016-09-18,35.49,33.82,60.75,33.31,42.88,37.17,79.42,29.9,68.15,28.99
2016-09-19,35.44,33.52,59.7,33.44,43.3,37.74,79.84,30.8,67.54,29.2
2016-09-20,35.15,33.65,59.28,33.07,43.06,37.8,79.95,30.91,67.58,29.41
2016-09-21,34.67,33.75,60.33,33.61,43.21,38.43,80.7,32.04,67.77,29.87
2016-09-22,35.25,34.28,61.37,34.26,43.58,37.81,80.14,32.52,68.25,29.63
2016-09-23,35.55,33.97,60.11,33.96,43.42,37.21,80.34,32.41,68.36,29.15
2016-09-24,35.55,33.97,60.11,33.96,43.42,37.21,80.34,32.41,68.36,29.15
2016-09-25,35.55,33.97,60.11,33.96,43.42,37.21,80.34,32.41,68.36,29.15
2016-09-26,34.93,33.55,59.47,33.68,42.96,36.84,79.41,32.17,68.77,29.07
2016-09-27,36.0,33.61,59.31,33.61,43.32,37.59,80.66,32.23,68.99,29.27
2016-09-28,35.84,33.82,59.48,34.84,43.67,37.43,81.65,33.74,68.75,29.49
2016-09-29,35.82,33.05,58.76,35.06,42.9,37.16,79.97,33.7,68.24,29.12
2016-09-30,36.61,32.86,59.23,35.16,43.13,37.61,81.65,33.4,67.35,29.15
2016-10-01,36.61,32.86,59.23,35.16,43.13,37.61,81.65,33.4,67.35,29.15
2016-10-02,36.61,32.86,59.23,35.16,43.13,37.61,81.65,33.4,67.35,29.15
2016-10-03,37.7,33.0,59.39,35.47,43.22,37.62,81.43,33.56,67.03,29.19
2016-10-04,37.63,32.57,59.87,35.68,43.44,37.96,82.59,33.1,66.95,29.3
2016-10-05,37.87,32.6,60.94,36.03,43.33,38.31,84.79,33.72,67.24,29.1
2016-10-06,38.17,32.26,61.87,35.95,42.9,38.21,85.01,33.18,68.16,28.55
2016-10-07,37.73,32.29,60.96,36.17,42.96,38.55,84.53,33.16,67.88,28.21
2016-10-08,37.73,32.29,60.96,36.17,42.96,38.55,84.53,33.16,67.88,28.21
2016-10-09,37.73,32.29,60.96,36.17,42.96,38.55,84.53,33.16,67.88,28.21
2016-10-10,38.89,32.06,61.78,36.67,43.04,38.54,84.94,33.71,68.51,28.26
2016-10-11,38.2,31.12,60.27,35.78,42.14,37.61,84.37,32.58,68.26,27.85
2016-10-12,37.38,30.8,60.15,35.79,42.08,37.68,84.49,32.81,68.27,27.87
2016-10-13,39.24,30.84,60.17,35.68,42.39,37.39,83.68,31.81,67.38,27.87
2016-10-14,38.65,30.59,59.16,35.84,41.68,37.67,84.43,31.77,67.26,27.8
2016-10-15,38.65,30.59,59.16,35.84,41.68,37.67,84.43,31.77,67.26,27.8
2016-10-16,38.65,30.59,59.16,35.84,41.68,37.67,84.43,31.77,67.26,27.8
2016-10-17,38.58,30.73,58.64,35.5,41.19,37.38,84.51,31.81,65.54,27.81
2016-10-18,39.35,31.27,59.33,35.98,41.76,38.33,84.37,32.55,65.27,28.15
2016-10-19,40.63,30.78,60.06,36.05,41.49,37.82,84.5,32.62,67.37,27.76
2016-10-20,40.59,31.0,59.87,36.05,41.43,38.04,83.92,32.42,64.99,27.82
2016-10-21,39.9,30.72,60.85,36.25,41.13,38.23,83.15,32.87,64.93,27.77
2016-10-22,39.9,30.72,60.85,36.25,41.13,38.23,83.15,32.87,64.93,27.77
2016-10-23,39.9,30.72,60.85,36.25,41.13,38.23,83.15,32.87,64.93,27.77
2016-10-24,39.83,30.08,61.41,35.87,40.68,38.08,83.54,33.12,64.5,27.67
2016-10-25,39.69,29.79,61.45,36.04,40.32,38.12,82.89,34.12,63.14,27.91
2016-10-26,39.32,29.59,61.47,35.85,40.34,38.12,83.9,34.21,63.17,27.96
2016-10-27,39.91,28.54,61.29,36.0,40.42,38.03,84.77,34.24,62.07,27.85
2016-10-28,40.06,28.6,61.72,35.68,40.14,37.85,84.5,34.53,61.92,27.98
2016-10-29,40.06,28.6,61.72,35.68,40.14,37.85,84.5,34.53,61.92,27.98
2016-10-30,40.06,28.6,61.72,35.68,40.14,37.85,84.5,34.53,61.92,27.98
2016-10-31,40.6,28.32,62.01,35.55,40.01,37.63,84.79,34.85,62.63,27.84
2016-11-01,39.8,27.99,62.58,34.11,39.85,37.5,84.18,34.68,64.46,27.49
2016-11-02,39.71,28.21,68.81,34.01,39.49,37.1,83.79,34.45,65.65,27.28
2016-11-03,39.38,27.74,69.32,33.84,38.74,37.09,86.67,34.56,65.61,27.35
2016-11-04,39.74,27.66,69.31,33.54,38.63,37.03,85.79,33.93,65.44,27.12
2016-11-05,39.74,27.66,69.31,33.54,38.63,37.03,85.79,33.93,65.44,27.12
2016-11-06,39.74,27.66,69.31,33.54,38.63,37.03,85.79,33.93,65.44,27.12
2016-11-07,41.49,27.89,69.08,34.02,38.84,38.49,88.82,35.28,65.76,27.18
2016-11-08,41.7,27.99,70.05,33.48,39.14,38.38,88.75,35.72,65.73,27.28
2016-11-09,42.41,28.95,68.48,33.84,40.4,38.7,93.51,38.24,66.99,27.38
2016-11-10,42.3,27.68,67.36,33.94,39.9,39.14,97.74,39.29,68.67,26.48
2016-11-11,42.93,27.98,64.3,33.18,39.19,39.23,97.93,39.08,71.1,26.19
2016-11-12,42.93,27.98,64.3,33.18,39.19,39.23,97.93,39.08,71.1,26.19
2016-11-13,42.93,27.98,64.3,33.18,39.19,39.23,97.93,39.08,71.1,26.19
2016-11-14,43.4,27.65,66.57,32.98,38.98,39.64,98.68,39.65,72.05,25.88
2016-11-15,44.76,27.63,68.06,33.61,38.93,39.95,98.73,38.13,71.71,25.63
2016-11-16,44.45,27.4,67.48,33.3,38.18,39.06,97.64,37.36,72.11,25.73
2016-11-17,45.83,27.35,67.43,33.5,38.45,39.29,99.16,37.56,73.16,26.05
2016-11-18,46.26,27.12,67.35,33.64,38.11,39.02,99.15,36.55,72.91,25.69
2016-11-19,46.26,27.12,67.35,33.64,38.11,39.02,99.15,36.55,72.91,25.69
2016-11-20,46.26,27.12,67.35,33.64,38.11,39.02,99.15,36.55,72.91,25.69
2016-11-21,46.08,27.34,67.75,34.4,38.43,39.47,100.57,37.51,74.38,25.51
2016-11-22,46.08,26.43,67.61,34.54,38.04,39.73,100.29,39.0,74.37,25.18
2016-11-23,46.34,26.37,67.11,34.4,38.1,39.91,100.64,39.39,75.04,24.88
2016-11-24,46.34,26.37,67.11,34.4,38.1,39.91,100.64,39.39,75.04,24.88
2016-11-25,46.82,27.1,68.06,34.27,38.86,39.83,100.79,39.35,74.61,25.19
2016-11-26,46.82,27.1,68.06,34.27,38.86,39.83,100.79,39.35,74.61,25.19
2016-11-27,46.82,27.1,68.06,34.27,38.86,39.83,100.79,39.35,74.61,25.19
2016-11-28,46.5,26.73,66.47,33.72,38.29,39.13,99.4,39.45,74.92,24.53
2016-11-29,46.89,26.71,67.11,33.52,38.27,39.31,99.77,38.34,74.75,24.49
2016-11-30,46.44,26.14,68.28,35.01,37.79,39.54,100.6,37.91,75.07,24.44
2016-12-01,45.75,25.81,70.0,35.39,37.43,39.54,102.47,38.35,76.05,24.3
2016-12-02,46.1,25.89,69.12,35.48,37.7,39.69,101.73,39.02,75.59,24.44
2016-12-03,46.1,25.89,69.12,35.48,37.7,39.69,101.73,39.02,75.59,24.44
2016-12-04,46.1,25.89,69.12,35.48,37.7,39.69,101.73,39.02,75.59,24.44
2016-12-05,45.72,25.82,70.35,35.48,37.67,39.86,102.71,39.49,76.66,24.33
2016-12-06,46.43,26.01,71.51,35.57,37.69,41.62,103.64,39.25,76.34,24.5
2016-12-07,48.65,25.85,73.0,35.89,37.55,42.96,105.47,41.53,77.39,24.97
2016-12-08,48.05,26.27,73.4,36.19,37.39,42.54,106.57,42.12,76.57,25.03
2016-12-09,49.64,27.16,73.36,36.01,37.79,42.64,106.02,41.15,77.44,25.2
2016-12-10,49.64,27.16,73.36,36.01,37.79,42.64,106.02,41.15,77.44,25.2
2016-12-11,49.64,27.16,73.36,36.01,37.79,42.64,106.02,41.15,77.44,25.2
2016-12-12,47.59,26.94,73.61,36.51,37.82,41.42,104.52,41.5,76.52,25.03
2016-12-13,47.84,27.7,72.12,36.79,38.45,42.06,104.83,40.83,76.72,25.45
2016-12-14,47.92,27.29,71.06,36.02,37.96,41.51,103.99,40.04,75.49,25.12
2016-12-15,48.3,27.7,71.24,35.85,38.12,41.39,107.08,39.25,76.25,24.68
2016-12-16,47.63,27.86,72.83,36.59,38.54,41.36,105.77,38.76,76.34,25.24
2016-12-17,47.63,27.86,72.83,36.59,38.54,41.36,105.77,38.76,76.34,25.24
2016-12-18,47.63,27.86,72.83,36.59,38.54,41.36,105.77,38.76,76.34,25.24
2016-12-19,48.58,26.95,71.54,36.56,38.31,40.89,105.91,38.18,76.52,25.13
2016-12-20,49.22,27.02,71.93,36.52,38.3,40.57,107.1,39.08,78.11,24.89
2016-12-21,49.47,27.06,72.08,36.78,38.13,40.52,106.47,38.88,77.65,24.79
2016-12-22,48.69,27.18,71.46,36.91,38.28,40.34,105.65,38.18,76.21,24.72
2016-12-23,48.48,27.31,71.43,37.02,38.35,39.87,106.2,38.12,76.13,24.65
2016-12-24,48.48,27.31,71.43,37.02,38.35,39.87,106.2,38.12,76.13,24.65
2016-12-25,48.48,27.31,71.43,37.02,38.35,39.87,106.2,38.12,76.13,24.65
2016-12-26,48.48,27.31,71.43,37.02,38.35,39.87,106.2,38.12,76.13,24.65
2016-12-27,48.61,27.26,72.0,37.11,38.28,39.87,106.52,38.35,76.53,24.54
2016-12-28,47.67,27.21,71.01,37.25,38.16,39.77,104.96,38.87,75.73,24.39
2016-12-29,47.25,27.36,70.83,37.4,38.44,39.77,103.92,38.9,76.02,24.53
2016-12-30,46.69,27.32,72.24,37.38,38.51,40.18,104.06,38.46,75.81,24.43
2016-12-31,46.69,27.32,72.24,37.38,38.51,40.18,104.06,38.46,75.81,24.43
2017-01-01,46.69,27.32,72.24,37.38,38.51,40.18,104.06,38.46,75.81,24.43
